interest_level,bathrooms,bedrooms,latitude,longitude,balcony,cats.allowed,common.outdoor.space,dining.room,dishwasher,dogs.allowed,doorman,elevator,exclusive,fireplace,fitness.center,furnished,garage,garden.patio,hardwood,high.ceilings,high.speed.internet,laundry.in.building,laundry.in.unit,laundry.room,live.in.super,loft,lowrise,new.construction,no.fee,outdoor.space,parking.space,pre.war,private.outdoor.space,reduced.fee,renovated,roof.deck,simplex,swimming.pool,terrace,0,1,2,price
1,1.0,2,40.7517,-73.969,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.7800828306336899,-0.09662383072681358,1.173226672697656,3095
2,1.0,2,40.7321,-73.986,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1117117946210875,0.02016284712759487,-0.5341600137041229,3395
0,2.0,2,40.7853,-73.9803,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7092439570883723,-0.02884398709898871,0.6322384438689105,5995
0,1.0,2,40.7697,-73.9569,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3275089192949598,0.01586235321171885,-0.18579131264922083,3950
0,1.0,0,40.7637,-73.9877,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7134919532438193,-0.01989962773862224,0.13745064992519365,2390
1,1.0,2,40.7568,-73.9982,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8429313805508681,-0.10962558637150299,1.4703999194123374,3253
2,1.0,1,40.7331,-74.0059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9581790812288817,0.02288818895834901,-0.947732666516238,2495
2,1.0,0,40.7595,-73.9624,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.6606028866178204,-0.006877572339212274,0.019442693132907345,2000
0,1.0,0,40.71,-74.0143,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.0085521346078596,-0.1378814828993638,1.5864871970695584,3500
0,1.0,1,40.7252,-73.9947,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8779436276918499,0.04273109853965257,-0.45112982272152685,3550
1,1.0,2,40.7381,-73.9961,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6287463163056619,-0.05133285847777244,0.48169583883211203,3700
2,2.0,2,40.7341,-73.9896,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0370377160479558,-0.10042344121596236,1.1286167664948978,5700
1,1.0,2,40.7178,-73.9906,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.6074983076264253,-0.047854598297379446,0.15269043811932492,3400
1,1.0,0,40.8198,-73.9578,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.4352021914760178,-0.0761964849995676,0.667664860892931,1650
0,1.0,1,40.8694,-73.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9580599133503576,0.06516243808839503,-0.94620140779203,1500
0,1.5,3,40.679,-73.9655,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1352150036022233,0.0803066482287402,-1.3053016823965842,3400
1,1.0,0,40.7717,-73.9518,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.4477045706596705,-0.03883962532253937,0.21270105753201746,2200
0,1.0,0,40.818,-73.9409,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7193086894269223,0.03044962795594026,-0.19803303510866968,1495
2,1.0,2,40.7692,-73.9258,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.015339053510975675,0.1202067874795712,-1.1371067653505713,2600
2,1.0,0,40.7669,-73.9344,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.9452597275435866,-0.09310955426733217,1.839470797101762,1875
0,2.0,1,40.7321,-74.008,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5254207731818112,0.016270374334099672,-0.12246350756016708,6325
2,1.0,0,40.7372,-73.9981,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.4102649044119921,-0.05940648234166972,0.8161448046961837,2525
1,2.0,4,40.7182,-74.0148,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2.908289118197731,-0.09225176346003641,0.9010020238219513,4550
1,2.0,2,40.7489,-73.9765,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.1446779885325877,-0.09125623457620613,1.2965128168166231,3500
0,1.0,2,40.7806,-73.979,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025836492224652983,0.06799639190935801,-1.1308557353248034,4350
2,1.0,0,40.7385,-73.9981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.865640500259272,0.014059243990358952,-0.6158425122851429,1300
0,3.0,3,40.7829,-73.977,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2.2139169598252053,-0.07407057749375587,0.7406494872065889,8900
2,1.0,2,40.7221,-73.9823,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.8678026450043512,-0.08657984267574698,1.336723306318559,3350
0,1.0,1,40.7817,-73.9497,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.07624874181751272,-0.10435901665540347,1.4877196241080723,3400
0,1.0,3,40.7691,-73.9554,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.016619024881471,0.08158908451421976,-1.2022851971564807,4395
0,1.0,2,40.8453,-73.9419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.040652797919771756,0.05353830869796178,-1.2882828278918437,1945
0,1.0,2,40.7286,-73.9487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17537742299076112,0.04031629332520986,-0.6267880093004177,2895
0,1.0,0,40.7714,-73.9929,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.4707257416189452,-0.03908284154787249,0.8472157202682685,3000
1,1.0,1,40.7601,-73.9695,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5400237578443606,-0.034070528749824545,0.4875564991267945,2890
0,1.0,1,40.7045,-74.0089,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7810264826036638,0.020019868342966343,-0.04534181207393553,3710
0,1.0,0,40.7862,-73.9508,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7853898362373508,0.04683516922622874,-0.11885133119189371,2900
0,2.0,2,40.7518,-73.9695,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.9617960283606884,-0.0766378306651638,1.0558212898640384,4550
1,1.0,2,40.7242,-73.9824,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3468216493682359,-0.016647438165153516,-0.3378787880030902,2400
2,1.0,3,40.7604,-73.7812,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.044767699451357,0.24682517736764945,-1.152159907482071,1995
1,1.0,0,40.7261,-73.8592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.864588701922967,0.14738718341774534,-0.6084640274828645,1300
0,1.0,0,40.7062,-74.0094,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.49667753085546,-0.02438430409176689,0.9862080488920554,2600
0,1.0,2,40.7701,-73.9484,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4715408055832792,-0.027362324622218808,-0.06938798822886112,2650
1,1.0,3,40.7073,-74.0046,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.7392626625705148,-0.08514801411634709,1.161887518447728,3925
2,1.0,0,40.7075,-74.0059,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-0.9541301509242615,-0.1321228646444661,2.2233015679048402,2350
1,2.0,2,40.7422,-73.9824,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7741058994719761,-0.07244576554187282,0.30988882826201597,3300
2,1.0,3,40.8367,-73.9382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.991581696345137,0.04892553902856601,-1.3515486343796441,2525
0,1.0,2,40.7436,-73.9725,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.8162681230340011,-0.06741375787136565,1.3810979508406294,3200
0,1.0,1,40.7223,-73.9805,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39221676369517156,-0.026802249711904026,0.6959373466001765,4500
0,1.0,2,40.7286,-73.9487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17537742299076112,0.04031629332520986,-0.6267880093004177,2895
1,1.0,2,40.7751,-73.9886,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8659881917034113,-0.08137993487231317,1.2877285697972332,3300
0,1.0,3,40.8018,-73.9635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8568113333464106,0.06495423070193965,-1.6106334940234333,4500
0,1.0,3,40.8373,-73.9466,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9494501133390207,0.07139270269867341,-1.0855316931111683,3200
1,1.0,0,40.7474,-73.9765,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-1.4363411158610255,-0.07658741966716212,0.6697348262537649,2299
1,1.0,1,40.7792,-73.9783,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.9232536478106816,0.053785974344257484,-0.8083994367239092,2900
1,2.0,2,40.7638,-73.994,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4630956931181103,0.0014167722102264766,0.008172318282201479,3950
1,1.0,1,40.7518,-73.9944,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.058971711423460735,-0.11486841799777688,1.2577965313266521,3200
0,1.0,1,40.7515,-73.9401,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8056028886955977,0.04279155876236452,-0.191448400439051,2700
1,1.0,2,40.7692,-73.9871,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12364926653068481,0.0009748571530962652,-0.5230745996568985,2450
0,2.0,3,40.7474,-73.9775,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1.3080515177877212,0.05698163919252066,-0.9196060601238568,6000
0,1.0,1,40.776,-73.9839,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8501138960644019,0.0425144560028086,-0.4962079846411504,4650
2,1.0,1,40.7303,-73.9756,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.5407538253486325,0.0004119923680215225,0.5203846848200899,3466
0,2.0,2,40.7829,-73.973,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8248629903852187,-0.03193872314325666,0.4370967259042407,11950
0,2.0,3,40.7496,-74.0081,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.9153457494164396,-0.07720279476301126,0.9699247552082252,10750
2,1.0,2,40.7078,-74.0138,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.8953350122700876,-0.0997513755115233,1.5013848525525995,2550
0,2.0,4,40.7436,-73.9727,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,3.0352188965316715,-0.09923648225120589,0.8764507060859424,6000
1,1.0,2,40.7297,-73.9794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07092566944035751,0.031848873719508584,-1.0093414185818543,2695
1,1.0,0,40.7467,-73.9854,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.5655592222927197,-0.02697775713768002,0.3245485772001347,2900
2,1.0,1,40.8587,-73.9314,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7666579544673893,-0.005034292875322598,-0.30331192780228305,1525
0,1.0,1,40.7623,-73.974,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7927939556851051,0.018488277867602997,-0.2656191803188374,6235
2,2.0,2,40.6905,-73.9668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4914374939035723,0.018066377526779996,-0.2563222678159053,3000
2,1.0,0,40.6876,-73.9567,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.7055138231764284,0.06828051034672827,-0.20532940105723885,1595
1,1.0,2,40.7683,-73.9248,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.472687299987192,0.04879864972346131,-0.05186933714734248,2800
0,1.0,3,40.764,-73.9591,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.091650757007684,0.043014377844935454,-1.1241971871194996,4475
2,1.0,2,40.8342,-73.9427,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23233208288531,0.0012429791599093006,-0.7104371959788558,1795
1,1.0,1,40.7805,-73.9517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8537714329651412,0.03523089417523696,-0.565246406034189,2295
1,1.0,1,40.7067,-74.0072,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0475334677469947,-0.12763131135161052,1.959302370321094,2895
2,1.0,2,40.7505,-74.0022,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.7427225854877247,-0.07535906778888896,0.9787391673028457,4500
1,1.0,2,40.7129,-73.9969,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2211415088563595,-0.006141147772676057,-0.6878768014354225,3300
2,1.0,2,40.63,-73.9614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07149246551097645,0.08534518017178755,-1.0058349339494332,1950
0,1.0,1,40.7633,-73.9628,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.560984852675973,-0.017219733874594596,0.40999117232284593,3277
0,2.0,3,40.7279,-73.9794,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.8270075027082489,-0.009836595278078009,-0.20379487078642275,5400
0,1.0,1,40.7242,-73.9824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.8436793936634963,0.026250668368506952,-0.5745921939793501,2490
2,1.0,1,40.7835,-73.9827,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.6670618831193941,-0.03755215536749423,-0.3439127091041872,2900
1,1.0,3,40.7316,-73.9839,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.1533162879687806,0.019330709325587347,-1.0513809559706147,4250
2,1.0,1,40.7114,-74.0078,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,-0.055165874914287434,-0.11622018734629072,1.8673660570699422,2995
2,1.0,1,40.8233,-73.9405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9581053268940736,0.05020486432982267,-0.9467554546034294,1450
0,2.0,3,40.7382,-73.9918,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2459040572082785,0.035296527535338754,-1.0703479072288202,12995
0,0.0,1,40.7316,-73.9839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.18050434250388,0.04671237093854834,-0.9607940403564335,2350
1,1.0,2,40.7842,-73.9783,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3670377443363077,-0.039888126764171944,-0.4522387429474974,3000
1,1.0,0,40.8404,-73.9376,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8407891146041144,0.056161097305772595,-0.46703873544808744,1450
2,1.0,3,40.8825,-73.8971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8569339601882943,0.09670546302061288,-1.60935849299442,1795
1,1.0,3,40.7814,-73.9515,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.791789711066684,-0.08925726212464456,1.02948728089199,3850
0,1.0,2,40.7998,-73.9609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.04058954600548901,0.05272650093649608,-1.288065076390166,3500
0,2.0,3,40.844,-73.9404,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2885694402744046,0.050167198160359604,-0.7009336008905896,2800
0,1.0,1,40.7634,-73.9638,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.20061831538412583,-0.09609598191859023,1.3182009770154584,3450
1,1.0,1,40.8769,-73.8859,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.6585749818570075,0.017343055802098228,-0.13371743984473358,1700
0,1.0,2,40.7366,-73.9934,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5136714671179035,-0.04075830146129451,0.5722896830055234,4500
2,1.0,3,40.7338,-74.0012,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.056061269819216,0.038687956900627984,-0.7061251558546379,4900
2,1.0,1,40.7656,-73.8227,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6105093341028135,0.13027912832376098,0.27429221065782966,1600
0,1.0,1,40.7643,-73.9905,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.9232758600741169,0.0479789657387888,-0.808631811693768,2695
2,1.0,3,40.852,-73.9295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8669005659839055,0.07662347238873062,-1.6194614115364527,2200
2,1.0,2,40.7153,-73.9481,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04020340848504417,0.12332648854878452,-1.1554501133975046,2495
2,1.0,0,40.7464,-73.9802,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.0454409216776197,-0.12063031764707302,1.6250919085354312,2495
2,1.0,1,40.7289,-74.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9581190017676211,0.029815083815907206,-0.9473288321454242,2695
0,1.0,2,40.8163,-73.9416,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.24411746142438834,0.02651409531010058,-0.6286223664555419,2100
2,1.0,3,40.7761,-73.9548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8670519946291513,0.08119648185430152,-1.618773333413599,3400
1,1.0,0,40.6809,-73.9776,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8403763509865458,0.07797552605472981,-0.4649239095174679,1900
1,1.0,1,40.8008,-73.965,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6751751922100627,-0.02116042003860329,-0.37906736098431865,1895
2,1.0,2,40.771,-73.9512,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025594741926840612,0.09730939786054944,-1.1291939104101776,2550
0,2.0,2,40.759,-73.9949,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1.224060414394868,-0.1404056413113487,1.3297329949856163,8564
1,1.0,0,40.761,-74.0002,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,-0.8196326410925746,-0.14743895504866508,2.322118214846561,2400
0,1.0,2,40.7656,-73.9886,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7066876806168987,-0.1058308291467063,0.9852496339628777,3095
1,2.0,4,40.7612,-73.9978,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,3.0035973405293497,-0.10243129515403501,0.9949443164487655,6000
2,1.0,1,40.7434,-73.9746,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.00846551256835566,-0.12162192714261572,1.7928327872406813,3000
