"interest_level","price","no.fee","hardwood","dishwasher","X1","longitude","bathrooms","bedrooms","latitude","balcony","cats.allowed","common.outdoor.space","dining.room","dogs.allowed","doorman","elevator","exclusive","fitness.center","furnished","garage","garden.patio","high.ceilings","high.speed.internet","laundry.in.building","laundry.in.unit","laundry.room","live.in.super","loft","lowrise","new.construction","outdoor.space","parking.space","pre.war","private.outdoor.space","reduced.fee","renovated","roof.deck","simplex","X0","X2"
2,0.00339770556988789,0,1,0,0.0375493047128069,0.374367342797474,1,3,0.990955732741416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978376761071144,-1.34135058202442
0,0.0124466525421885,0,1,1,-0.021913889333529,0.374655663687633,3.5,4,0.992231081515231,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98615248027449,-0.363190580374359
2,0.00148350524882429,1,1,0,-0.119646337993453,0.374353814544563,1,0,0.991875736246191,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.26889755414727,1.34838500423672
1,0.00178803711808441,1,1,1,-0.0169569182920866,0.374714849794117,1,3,0.993503996417341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2846211519467,-0.792771024818446
2,0.00130513658254336,0,0,0,0.0534588980151805,0.375031072705904,1,2,0.993172989865358,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123999140265292,-0.52041204864141
0,0.0039850170320324,0,0,1,0.000323641254977169,0.374166955551234,1,2,0.990824303669305,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273105487138563,-0.105676183472286
1,0.00322368735888211,1,1,1,-0.0349123220998105,0.374431601998799,1,3,0.991330548984102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37610656409928,-0.392631323178412
0,0.00170102801258152,0,0,0,0.0667786596298633,0.374696248446365,1,2,0.992430658995103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0404440078544613,-1.28715662435499
0,0.00191855077633874,0,0,0,0.0779425346332274,0.374364806250053,1,2,0.99017932766728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.039131616886796,-1.20596837968399
2,0.00154006116740117,1,1,1,-0.122816742153536,0.374172028646076,1,0,0.990821869797599,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.967967759594359,2.02326671736869
0,0.00183154167083585,0,0,0,0.0959810149629557,0.374607469286638,1,2,0.989950543726939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0501376054211786,-1.27579076882766
2,0.0013964961433214,0,0,0,0.0860249908517054,0.374823075817402,1,3,0.993523467390987,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937015338382245,-1.11411782178607
1,0.0013964961433214,1,1,1,-0.0294696381564466,0.374752052489621,1,1,0.992756797803674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.442601628050706,0.0184002157105301
0,0.00148350524882429,0,1,1,-0.0484361208453442,0.374736833205097,1,0,0.992462299327278,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33261257482686,0.844970702888694
1,0.00178803711808441,1,0,0,0.111093996198446,0.374703858088627,1,3,0.990383772890563,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01696588511579,-1.20022208474037
2,0.00135299159056995,1,0,0,0.127203131001285,0.375005707231697,1,2,0.990576048755318,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109693832060425,-0.8669796119417
2,0.00100495516855839,0,0,0,0.134184899087632,0.374987951399751,1,2,0.990181761538986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0498561723053881,-1.27375176496164
2,0.00130948703781851,1,1,1,-0.057183194585623,0.374575339685975,1,1,0.991948752397364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.425977868647175,0.252285979367138
0,0.00176628484170868,0,0,0,0.0545538505872401,0.374723304952186,1,1,0.992591294527683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.958009126538932,-0.946281379034522
1,0.00243625495408094,1,0,1,0.00429576838476405,0.37448909707367,1,2,0.99162991520391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.345432887948369,-0.586249704224802
0,0.0089662883220729,1,1,1,-0.128003949899656,0.374444284735903,3,3,0.992333304126873,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2.35728346323956,1.20962901730603
2,0.00113111837153758,0,0,0,0.0582216138992928,0.374751206973814,1,1,0.992464733198984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.947897207103689,-0.955228514443985
1,0.0023535963038532,1,1,1,-0.0522007362641369,0.374474723304952,1,2,0.991561766796149,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74935001891187,0.694372546116008
1,0.00102670744493411,0,0,0,0.026507544069345,0.374822230301596,1,1,0.994090559498428,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.760294061777977,-0.0459633551407109
1,0.00191855077633874,1,1,1,-0.0652073972067886,0.374593095517921,1,1,0.992880925260668,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.243536787634366,0.921968153569968
0,0.00165752345983007,0,1,1,0.0220649961688888,0.374704703604434,1,1,0.992347907357107,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.553766630492159,-0.0951051686676789
0,0.00226658719835031,1,1,1,-0.0567189529948052,0.374752898005428,1,3,0.993771722304974,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54656159577821,0.110328422427324
0,0.00505087857444282,1,1,1,-0.0472114669755185,0.374400317913943,2,3,0.991768645891138,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76743670833627,0.426353361207882
0,0.00270163272586476,0,0,0,0.0660588307574502,0.374615078928901,1,2,0.991977958857833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504967154924647,-1.27791075486897
2,0.00130948703781851,0,0,0,0.0979991699860467,0.37482645788063,1,2,0.992958809155252,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256299002300546,-1.12930884219961
1,0.00200468979078661,1,1,1,-0.133313838093196,0.374521226674333,1,2,0.991500920003505,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1.02440580486765,1.70791944874183
0,0.00113111837153758,1,1,0,-0.0322860343629567,0.374675110551192,1,1,0.993501562545635,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.523519311336567,0.473486160999198
2,0.00217957809284742,1,1,1,-0.134151028208361,0.374333522165197,1,1,0.99196822337101,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.0089463451785507,1.95812589473512
2,0.00133558976946938,1,1,1,-0.15170316425866,0.374192321025442,1,0,0.990787795593719,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,-0.891485191702938,2.36198535687334
2,0.00109196427406128,0,0,0,0.0664922373390242,0.374954130767475,1,1,0.992175102465999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.887606480878359,-0.569139319453263
0,0.00278429137609251,1,0,1,0.00681061816895853,0.374475568820759,1,2,0.991547163565914,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472560241408901,-0.0528491437344072
0,0.00109196427406128,0,0,0,-0.00243267225568364,0.374482332947215,1,0,0.991649386177556,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.73988586748397,-0.0985639053809791
1,0.00130948703781851,0,1,0,-0.000146279893748906,0.374407927556206,1,1,0.992141028262118,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.741794222021471,-0.155413955079879
0,0.00217957809284742,1,0,0,0.0468231470123123,0.374759662131884,1,2,0.992537749350156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842669915919364,-1.01893306741647
0,0.00415903524303818,0,1,1,-0.084754950692595,0.374339440775845,1,1,0.991520390977151,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.0878796239985228,1.45901320206682
0,0.001113716550437,0,1,0,0.00341336520643753,0.374730914594448,1,0,0.992411188021457,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.67297024436541,0.125177296965661
0,0.00170102801258152,0,0,0,0.0813928248973643,0.374719922888958,1,1,0.992270023462523,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.923024503176378,-0.806828811956004
1,0.00109196427406128,0,1,0,0.0232087068442817,0.37444513025171,1,0,0.991240495730989,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.71922554813354,-0.197904811287658
0,0.00270163272586476,1,0,0,0.0355699344750533,0.374453585409779,1,1,0.99161287810197,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.788390339847004,-0.549020053569257
1,0.000874441510304053,0,0,0,0.0643812323947226,0.374857741965486,1,1,0.992914999464548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.957953324412412,-0.945819446436502
1,0.00357172378089367,1,1,1,-0.0958435777528461,0.374543210085313,1.5,3,0.991773513634549,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.91897195258438,0.952838084224324
2,0.000743927852049717,0,0,0,0.17784953130724,0.375360823870602,1,2,0.989911601779647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0394253932484786,-1.28047287326023
1,0.00109196427406128,0,1,0,0.0543970175482738,0.374947366641019,1,1,0.992182404081116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.836339297069981,-0.675907436915622
1,0.00135299159056995,0,1,0,-0.0152832968521887,0.374319148396479,1,0,0.99130864413875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.74420898956453,-0.347114196811955
2,0.00191855077633874,1,0,1,0.00641885738323415,0.37469202086733,1,2,0.992462299327278,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33108039233523,-0.61616135858346
0,0.00581220824759311,1,0,1,-0.0394987673536687,0.374711467730889,2,2,0.992625368731563,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.748046179674156,0.135775217629293
2,0.00174453256533296,1,1,1,-0.0657227894349035,0.374714849794117,1,1,0.992308965409815,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.365858172922277,0.637300005662483
1,0.00117897337956417,0,0,0,0.0739185866061082,0.374613387897287,1,1,0.991980392729539,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.91873409396715,-0.807330202485289
2,0.000613414193795381,0,0,0,0.0601553127367121,0.374295473953886,1,1,0.9891303289621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.957748400061129,-0.945154811944618
0,0.00348036422011564,0,0,0,0.127418110073831,0.374648899561177,2,3,0.990301021252568,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.1248128968092,-1.46345284094446
1,0.00167927573620579,0,0,0,0.0280569906104758,0.374510234968843,1,1,0.992798173622672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.958227379899541,-0.947782525588369
0,0.000874441510304053,0,1,0,0.036746530274797,0.374796019311581,1,1,0.993759552946445,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.798047272835419,-0.553337564656494
2,0.00130861694676348,1,0,0,-0.027832579639696,0.374530527348209,1,0,0.991902508834954,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.44952540739783,0.926402387376563
1,0.00191855077633874,1,1,0,-0.0472609468671993,0.374593095517921,1,1,0.992880925260668,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.319882544082491,0.725552164367517
1,0.00113111837153758,0,0,0,0.116684553610795,0.37505136508527,1,1,0.992440394481926,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.926476497027365,-0.783940870286583
1,0.00152700980157574,0,0,0,0.0436101730560025,0.374695402930558,1,1,0.993141349533183,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.767983628690788,-0.117404783962043
0,0.00183154167083585,0,0,0,0.12783780177425,0.374402854461364,1.5,3,0.987945033441397,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98611160041761,-1.53050356397927
2,0.000926646973605788,0,1,0,0.00478422563477131,0.374759662131884,1,1,0.992751930060263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.732374916330756,-0.296678311888451
1,0.00391976020290523,1,1,1,-0.10160474453212,0.374364806250053,2,3,0.991958487884187,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.00077350918672,1.23267441319704
2,0.00156616389905204,0,0,1,0.0504812117766471,0.374281945700975,2,3,0.989531917793549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25131187396142,-1.30420894178871
1,0.00183154167083585,0,0,0,0.0129812796867428,0.374679338130226,1,1,0.992372246074165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.783648913893705,-0.190035650137656
0,0.00217957809284742,1,1,0,-0.105358963727001,0.374374106923929,1,1,0.992053408880711,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.314136909644401,1.15818070437763
0,0.00126511239401203,0,0,0,0.0713619692838574,0.374781645542863,1,0,0.992450129968749,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.83049828973792,-0.475016055389421
1,0.00296266004237343,0,0,0,0.0621849028697364,0.374545746632733,1,3,0.992659442935444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856815251195971,-1.61068959131028
0,0.00122247793231562,0,0,0,0.0447974689865568,0.374724150467993,1,1,0.993671933565038,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.878082902341437,-0.451602154468115
2,0.00374574199189945,1,1,1,-0.0574567193514582,0.374469650210111,2,3,0.991483882901565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.69169044489179,-0.0308424161239325
0,0.00199511878918129,0,0,0,-0.00148742563602944,0.374254043679347,1,0,0.990700176212312,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.60528043239624,0.589496103085941
1,0.00496386946893992,1,1,1,-0.0713998711256601,0.374405391008785,2,2,0.99140599900698,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849580948480248,0.44451406503963
0,0.00402156085634362,1,1,1,-0.123082474878144,0.374193166541249,2,2,0.991028748892589,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06595403999887,1.20293734902684
0,0.00677365886340005,0,0,0,0.0632041371145573,0.374444284735903,2,2,0.991649386177556,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290068187899471,-0.822095490508097
1,0.00113546882681273,0,0,0,0.0552235258749474,0.374026599927286,1,2,0.988609480417068,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.065264469149127,-1.30571000018339
2,0.0019142003210636,1,1,1,-0.0113282637259526,0.374500934294967,1,1,0.991218590885637,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.407607963692716,0.157664290778881
2,0.00113546882681273,1,1,0,-0.05879673696123,0.374695402930558,1,0,0.99250124127457,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43500458559735,0.668855334100073
2,0.00156616389905204,1,0,0,0.0260244021407141,0.374608314802445,1,1,0.99188790560472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.823238092848909,-0.687513905524853
1,0.00152700980157574,1,1,1,-0.135149230002218,0.374222759594491,1,0,0.990644197163079,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.03687712505038,1.30936201765661
1,0.00268858136003933,1,1,0,-0.0928306731786907,0.374192321025442,1,3,0.990780493978601,0,1,1,0,1,1,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.82899333200407,1.42465717034163
0,0.00374574199189945,0,0,0,0.095017787286748,0.374611696865673,2,4,0.993095105970774,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.03177121684958,-1.7982953399159
1,0.0018750462235873,1,1,1,0.00474250945214249,0.374812084111913,1,3,0.99277626877732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.28483494827944,-0.791409460348041
2,0.00100495516855839,0,0,0,0.129602495284615,0.37509533190723,1,1,0.990332661584743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.957285917507444,-0.941633490574405
2,0.000917946063055499,0,0,0,0.124750537113035,0.374824766849016,1,2,0.989624404918368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049894257513083,-1.27413682788515
1,0.00157051435432718,0,1,1,-0.0831598408487714,0.374505161874001,1,0,0.991719968457023,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.14061125201749,1.59037622366022
1,0.00148350524882429,1,1,1,-0.159311855381667,0.374333522165197,1,0,0.99196822337101,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1.04105866444493,1.74808348889938
1,0.000743927852049717,0,1,0,0.105872357355342,0.375282190900559,1,0,0.991754042660903,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.70854187026386,-0.202674171588569
0,0.00122247793231562,0,0,0,0.0281645263873029,0.374422301324923,1,1,0.992155631492353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.958186197957642,-0.94762447382328
2,0.0009571001605318,0,0,1,0.23411580154003,0.376186047298154,1,2,0.992063144367534,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.143671860971249,-0.790473343197006
0,0.00653003336799196,0,1,1,0.0161079752303314,0.374651436108598,2,3,0.992343039613696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.38258999648893,-1.04565086187935
1,0.00330634600910985,0,1,1,-0.0507039832889692,0.374367342797474,1,2,0.991179648938345,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.429648377796142,0.102934952170362
1,0.003310696464385,0,0,0,0.0294539615526359,0.374418073745889,1,3,0.991252665089518,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03131854129121,-0.853678036027725
0,0.00137474386694568,0,1,0,0.0236716915427593,0.37469202086733,1,1,0.992362510587342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83658862572673,-0.677633983949231
1,0.00278429137609251,0,0,0,0.0850820941048548,0.374486560526249,2,2,0.991247797346106,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192069808246227,-1.1524170953159
0,0.00374487190084442,1,1,1,-0.0811807999785541,0.374714849794117,2,2,0.991014145662354,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1.35071365455719,1.92539402493032
2,0.00200555988184163,1,0,0,0.130986367840185,0.374927074261653,1,3,0.990685572982077,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0171010328547,-1.19920335476088
0,0.00117897337956417,0,0,0,0.0592396003798287,0.374756280068656,1,1,0.992520712248216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.957968395350225,-0.946007862905358
1,0.00233184402747748,1,1,1,-0.11810118644005,0.374414691682661,1,2,0.992182404081116,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915476044438991,1.26653813716498
1,0.00165752345983007,0,0,1,-0.0969738970906304,0.374279409153554,1,0,0.990763456876661,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.23513177520311,1.54769518730077
1,0.00176454465959863,1,1,0,-0.0281232895868211,0.374812084111913,1,1,0.991732137815552,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.401779069613425,0.555867070515412
2,0.000830936957552608,0,0,0,0.0589257600963724,0.374114533571205,1,2,0.988830962742292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050354355084575,-1.27755645189516
2,0.00409377841391102,0,1,1,-0.00627323049561957,0.374276872606133,1,3,0.991474147414741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13980794982338,-1.04269116617309
2,0.00197510669491562,1,1,1,-0.0988567317860261,0.37451108048465,1,2,0.991588539384912,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.795201442421407,0.95874262886887
2,0.00113546882681273,1,1,0,-0.0872008325955984,0.374714849794117,1,0,0.992457431583866,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1.18950201402152,1.069942085986
0,0.00179412775546961,0,0,0,0.0747279032763668,0.374593095517921,1,1,0.990320492226214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.957710248281201,-0.944638002077121
1,0.00217957809284742,1,1,1,-0.084282438076806,0.374552510759189,1,2,0.99290283010602,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858230233213993,1.34650610072546
1,0.0015531125332266,0,1,1,-0.102086892421645,0.374197394120283,1,0,0.990829171412717,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.32621348962734,1.08680848382865
0,0.00261027316508673,0,0,0,0.0466130063064173,0.37427771812194,1,1,0.991367057059688,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.923237228271925,-0.808521085885395
1,0.00141824841969712,0,1,1,-0.0883423899519803,0.374688638804102,1,0,0.993345794756467,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.33758381143757,1.10923175506151
0,0.00141824841969712,0,0,0,0.0828670082739591,0.374753743521235,1,1,0.992503675146276,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.933103314501199,-0.797625232689975
1,0.00326719191163355,1,1,1,-0.072635828446022,0.374484869494635,2,3,0.991717534585317,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76364872800344,0.356358775746299
0,0.00278777174031262,0,1,1,-0.00808681389076602,0.374478950883987,1,2,0.991284305421693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.295648074081577,-0.513770002850461
