"ID","low","medium","high"
1000,0.254,0.186,0.56
1001,0.262,0.49,0.248
1002,0.512,0.412,0.076
1003,0.158,0.792,0.05
1004,0.01,0.74,0.25
1005,0.542,0.41,0.048
1006,0.318,0.236,0.446
1007,0.624,0.276,0.1
1008,0.25,0.366,0.384
1009,0.256,0.454,0.29
1010,0.754,0.182,0.064
1011,0.43,0.378,0.192
1012,0.64,0.318,0.042
1013,0.382,0.53,0.088
1014,0.592,0.142,0.266
1015,0.186,0.486,0.328
1016,0.158,0.754,0.088
1017,0.028,0.254,0.718
1018,0.92,0.076,0.004
1019,0.18,0.514,0.306
1020,0.93,0.06,0.01
1021,0.932,0.068,0
1022,0.782,0.168,0.05
1023,0.226,0.174,0.6
1024,0.276,0.57,0.154
1025,0.038,0.24,0.722
1026,0.714,0.234,0.052
1027,0.758,0.22,0.022
1028,0.384,0.402,0.214
1029,0.224,0.242,0.534
1030,0.024,0.076,0.9
1031,0.752,0.154,0.094
1032,0.412,0.504,0.084
1033,0.334,0.636,0.03
1034,0.226,0.486,0.288
1035,0.43,0.376,0.194
1036,0.196,0.314,0.49
1037,0.23,0.546,0.224
1038,0.076,0.24,0.684
1039,0.25,0.446,0.304
1040,0.008,0.134,0.858
1041,0.094,0.118,0.788
1042,0.482,0.48,0.038
1043,0.99,0.01,0
1044,0.11,0.166,0.724
1045,0.114,0.34,0.546
1046,0.43,0.41,0.16
1047,0.456,0.348,0.196
1048,0.658,0.228,0.114
1049,0.05,0.134,0.816
1050,0.198,0.59,0.212
1051,0.41,0.402,0.188
1052,0.106,0.782,0.112
1053,0.21,0.5,0.29
1054,0.462,0.406,0.132
1055,0.602,0.324,0.074
1056,0.726,0.202,0.072
1057,0.72,0.226,0.054
1058,0.558,0.35,0.092
1059,0.038,0.622,0.34
1060,0.988,0.012,0
1061,0.26,0.714,0.026
1062,0.072,0.688,0.24
1063,0.398,0.47,0.132
1064,0.76,0.188,0.052
1065,0.872,0.112,0.016
1066,0.168,0.192,0.64
1067,0.708,0.194,0.098
1068,0.852,0.106,0.042
1069,0.26,0.592,0.148
1070,0.624,0.342,0.034
1071,0.524,0.336,0.14
1072,0.69,0.208,0.102
1073,0.142,0.51,0.348
1074,0.014,0.186,0.8
1075,0.482,0.392,0.126
1076,0.466,0.424,0.11
1077,0.732,0.238,0.03
1078,0.392,0.448,0.16
1079,0.05,0.098,0.852
1080,0.066,0.162,0.772
1081,0.822,0.092,0.086
1082,0.13,0.454,0.416
1083,0.018,0.848,0.134
1084,0.484,0.17,0.346
1085,0.83,0.154,0.016
1086,0.132,0.468,0.4
1087,0.07,0.77,0.16
1088,0.934,0.056,0.01
1089,0.098,0.9,0.002
1090,0.13,0.464,0.406
1091,0.464,0.274,0.262
1092,0.436,0.464,0.1
1093,0.694,0.21,0.096
1094,0.786,0.182,0.032
1095,0.446,0.456,0.098
1096,0.478,0.378,0.144
1097,0.212,0.582,0.206
1098,0.812,0.126,0.062
1099,0.552,0.234,0.214
1100,0.146,0.644,0.21
1101,0.54,0.422,0.038
1102,0.22,0.63,0.15
1103,0.684,0.3,0.016
1104,0.872,0.116,0.012
1105,0.954,0.042,0.004
1106,0.646,0.288,0.066
1107,0.786,0.172,0.042
1108,0.302,0.426,0.272
1109,0.99,0.01,0
1110,0.092,0.078,0.83
1111,0.288,0.152,0.56
1112,0.626,0.338,0.036
1113,0.996,0.004,0
1114,0.674,0.238,0.088
1115,0.768,0.166,0.066
1116,0.406,0.34,0.254
1117,0.342,0.588,0.07
1118,0.514,0.362,0.124
1119,0.258,0.642,0.1
1120,0.49,0.46,0.05
1121,0.468,0.364,0.168
1122,0.162,0.364,0.474
1123,0.494,0.46,0.046
1124,0.428,0.446,0.126
1125,0.13,0.418,0.452
1126,0.564,0.22,0.216
1127,0.346,0.324,0.33
1128,0.166,0.516,0.318
1129,0.204,0.136,0.66
1130,0.292,0.536,0.172
1131,0.256,0.476,0.268
1132,0.276,0.278,0.446
1133,0.782,0.17,0.048
1134,0.062,0.126,0.812
1135,0.222,0.422,0.356
1136,0.098,0.108,0.794
1137,0.168,0.76,0.072
1138,0.39,0.36,0.25
1139,0.2,0.306,0.494
1140,0.352,0.472,0.176
1141,0.36,0.432,0.208
1142,0.986,0.014,0
1143,0.328,0.402,0.27
1144,0.468,0.308,0.224
1145,0.18,0.664,0.156
1146,0.328,0.35,0.322
1147,0.334,0.492,0.174
1148,0.168,0.404,0.428
1149,0.438,0.306,0.256
1150,0.186,0.632,0.182
1151,0.728,0.196,0.076
1152,0.294,0.392,0.314
1153,0.978,0.022,0
1154,0.452,0.184,0.364
1155,0.908,0.052,0.04
1156,0.28,0.414,0.306
1157,0.344,0.49,0.166
1158,0.188,0.674,0.138
1159,0.224,0.758,0.018
1160,0.476,0.452,0.072
1161,0.154,0.548,0.298
1162,0.124,0.448,0.428
1163,0.804,0.104,0.092
1164,0.504,0.474,0.022
1165,0.162,0.62,0.218
1166,0.64,0.324,0.036
1167,0.222,0.57,0.208
1168,0.61,0.348,0.042
1169,0.864,0.082,0.054
1170,0.134,0.522,0.344
1171,0.066,0.802,0.132
1172,0.386,0.556,0.058
1173,0.578,0.302,0.12
1174,0.442,0.366,0.192
1175,0.236,0.382,0.382
1176,0.026,0.146,0.828
1177,0.838,0.13,0.032
1178,0.528,0.354,0.118
1179,0.712,0.228,0.06
1180,0.194,0.402,0.404
1181,0.302,0.45,0.248
1182,0.202,0.464,0.334
1183,0.182,0.51,0.308
1184,0.942,0.018,0.04
1185,0.456,0.526,0.018
1186,0.12,0.372,0.508
1187,0.9,0.09,0.01
1188,0.272,0.65,0.078
1189,0.032,0.61,0.358
1190,0.24,0.31,0.45
1191,0.704,0.256,0.04
1192,0.56,0.264,0.176
1193,0.492,0.298,0.21
1194,0.328,0.3,0.372
1195,0.116,0.56,0.324
1196,0.276,0.346,0.378
1197,0.67,0.252,0.078
1198,0.144,0.074,0.782
1199,0.222,0.662,0.116
1200,0.328,0.216,0.456
1201,0.958,0.04,0.002
1202,0.102,0.286,0.612
1203,0.878,0.1,0.022
1204,0.29,0.488,0.222
1205,0.186,0.24,0.574
1206,0.154,0.302,0.544
1207,0.85,0.146,0.004
1208,0.72,0.222,0.058
1209,0.33,0.542,0.128
1210,0.246,0.676,0.078
1211,0.338,0.34,0.322
1212,0.68,0.184,0.136
1213,0.058,0.258,0.684
1214,0.204,0.534,0.262
1215,0.082,0.822,0.096
1216,0.72,0.264,0.016
1217,0.836,0.124,0.04
1218,0.188,0.366,0.446
1219,0.432,0.43,0.138
1220,0.266,0.676,0.058
1221,0.588,0.38,0.032
1222,0.274,0.508,0.218
1223,0.252,0.558,0.19
1224,0.862,0.12,0.018
1225,0.144,0.436,0.42
1226,0.194,0.482,0.324
1227,0.016,0.808,0.176
1228,0.022,0.148,0.83
1229,0.172,0.314,0.514
1230,0.644,0.312,0.044
1231,0.072,0.34,0.588
1232,0.68,0.206,0.114
1233,0.578,0.33,0.092
1234,0.316,0.522,0.162
1235,0.832,0.164,0.004
1236,0.836,0.116,0.048
1237,0.194,0.56,0.246
1238,0.082,0.388,0.53
1239,0.242,0.44,0.318
1240,0.736,0.208,0.056
1241,0.128,0.448,0.424
1242,0.002,0.042,0.956
1243,0.086,0.126,0.788
1244,0.174,0.296,0.53
1245,0.202,0.738,0.06
1246,0.392,0.386,0.222
1247,0.28,0.382,0.338
1248,0.032,0.098,0.87
1249,0.946,0.05,0.004
1250,0.234,0.702,0.064
1251,0.278,0.436,0.286
1252,0.326,0.528,0.146
1253,0.058,0.85,0.092
1254,0.536,0.428,0.036
1255,0.66,0.258,0.082
1256,0.16,0.302,0.538
1257,0.904,0.092,0.004
1258,0.668,0.152,0.18
1259,0.242,0.546,0.212
1260,0.348,0.592,0.06
1261,0.65,0.234,0.116
1262,0.46,0.396,0.144
1263,0.864,0.116,0.02
1264,0.072,0.082,0.846
1265,0.086,0.632,0.282
1266,0.22,0.442,0.338
1267,0.576,0.304,0.12
1268,0.208,0.608,0.184
1269,0.944,0.038,0.018
1270,0.944,0.052,0.004
1271,0.482,0.264,0.254
1272,0.316,0.354,0.33
1273,0.538,0.324,0.138
1274,0.152,0.258,0.59
1275,0.106,0.622,0.272
1276,0.388,0.436,0.176
1277,0.274,0.412,0.314
1278,0.402,0.356,0.242
1279,0.54,0.29,0.17
1280,0.766,0.174,0.06
1281,0.116,0.796,0.088
1282,0.114,0.212,0.674
1283,0.982,0.016,0.002
1284,0.7,0.208,0.092
1285,0.608,0.32,0.072
1286,0.14,0.472,0.388
1287,0.972,0.02,0.008
1288,0.412,0.356,0.232
1289,0.052,0.384,0.564
1290,0.01,0.362,0.628
1291,0.134,0.428,0.438
1292,0.534,0.312,0.154
1293,0.168,0.2,0.632
1294,0.608,0.13,0.262
1295,0.004,0.018,0.978
1296,0.054,0.378,0.568
1297,0.468,0.48,0.052
1298,0.558,0.364,0.078
1299,0.338,0.456,0.206
1300,0.11,0.428,0.462
1301,0.446,0.31,0.244
1302,0.13,0.158,0.712
1303,0.132,0.674,0.194
1304,0.854,0.134,0.012
1305,0.114,0.656,0.23
1306,0.044,0.45,0.506
1307,0.844,0.128,0.028
1308,0.486,0.354,0.16
1309,0.048,0.526,0.426
1310,0.286,0.232,0.482
1311,0.458,0.38,0.162
1312,0.126,0.614,0.26
1313,0.524,0.38,0.096
1314,0.584,0.326,0.09
1315,0.254,0.35,0.396
1316,0.126,0.77,0.104
1317,0.016,0.228,0.756
1318,0.052,0.902,0.046
1319,0.22,0.344,0.436
1320,0.736,0.202,0.062
1321,0.216,0.278,0.506
1322,0.556,0.414,0.03
1323,0.01,0.024,0.966
1324,0.12,0.186,0.694
1325,0.52,0.386,0.094
1326,0.654,0.192,0.154
1327,0.588,0.274,0.138
1328,0.284,0.454,0.262
1329,0.788,0.196,0.016
1330,0.094,0.754,0.152
1331,0.272,0.438,0.29
1332,0.696,0.282,0.022
1333,0.856,0.104,0.04
1334,0.142,0.142,0.716
1335,0.664,0.25,0.086
1336,0.272,0.582,0.146
1337,0.686,0.242,0.072
1338,0.798,0.102,0.1
1339,0.278,0.502,0.22
1340,0.708,0.2,0.092
1341,0.604,0.3,0.096
1342,0.542,0.322,0.136
1343,0.216,0.342,0.442
1344,0.112,0.242,0.646
1345,0.344,0.552,0.104
1346,0.188,0.324,0.488
1347,0.778,0.216,0.006
1348,0.848,0.124,0.028
1349,0.182,0.666,0.152
1350,0.15,0.756,0.094
1351,0.3,0.632,0.068
1352,0.376,0.442,0.182
1353,0.31,0.316,0.374
1354,0.004,0.344,0.652
1355,0.264,0.558,0.178
1356,0.634,0.304,0.062
1357,0.898,0.09,0.012
1358,0.498,0.438,0.064
1359,0.154,0.402,0.444
1360,0.194,0.152,0.654
1361,0.942,0.044,0.014
1362,0.816,0.15,0.034
1363,0.702,0.242,0.056
1364,0.192,0.618,0.19
1365,0.062,0.354,0.584
1366,0.866,0.026,0.108
1367,0.452,0.378,0.17
1368,0.698,0.276,0.026
1369,0.544,0.422,0.034
1370,0.234,0.29,0.476
1371,0,0.02,0.98
1372,0.262,0.596,0.142
1373,0.158,0.15,0.692
1374,0.224,0.222,0.554
1375,0.512,0.358,0.13
1376,0.086,0.122,0.792
1377,0.61,0.342,0.048
1378,0.146,0.258,0.596
1379,0.122,0.612,0.266
1380,0.318,0.59,0.092
1381,0.448,0.468,0.084
1382,0.286,0.228,0.486
1383,0.116,0.474,0.41
1384,0.378,0.396,0.226
1385,0.822,0.17,0.008
1386,0.914,0.076,0.01
1387,0.348,0.592,0.06
1388,0.552,0.246,0.202
1389,0.5,0.464,0.036
1390,0.008,0.02,0.972
1391,0.118,0.282,0.6
1392,0.404,0.44,0.156
1393,0.312,0.332,0.356
1394,0.01,0.7,0.29
1395,0.066,0.478,0.456
1396,0.294,0.446,0.26
1397,0.374,0.194,0.432
1398,0.25,0.672,0.078
1399,0.082,0.122,0.796
1400,0.7,0.248,0.052
1401,0.098,0.476,0.426
1402,0.27,0.476,0.254
1403,0.358,0.162,0.48
1404,0.314,0.338,0.348
1405,0.746,0.234,0.02
1406,0.312,0.538,0.15
1407,0.104,0.684,0.212
1408,0.144,0.682,0.174
1409,0.878,0.068,0.054
1410,0.856,0.134,0.01
1411,0.104,0.842,0.054
1412,0.044,0.226,0.73
1413,0.786,0.196,0.018
1414,0.502,0.376,0.122
1415,0.294,0.4,0.306
1416,0.092,0.158,0.75
1417,0.262,0.432,0.306
1418,0.006,0.028,0.966
1419,0.842,0.12,0.038
1420,0.396,0.4,0.204
1421,0.89,0.1,0.01
1422,0.154,0.102,0.744
1423,0.18,0.54,0.28
1424,0.332,0.558,0.11
1425,0.794,0.172,0.034
1426,0.37,0.418,0.212
1427,0.05,0.908,0.042
1428,0.428,0.476,0.096
1429,0.52,0.398,0.082
1430,0.18,0.656,0.164
1431,0.018,0.066,0.916
1432,0.324,0.41,0.266
1433,0.176,0.56,0.264
1434,0.564,0.37,0.066
1435,0.106,0.746,0.148
1436,0.898,0.1,0.002
1437,0.224,0.29,0.486
1438,0.746,0.228,0.026
1439,0.89,0.078,0.032
1440,0.024,0.338,0.638
1441,0.044,0.198,0.758
1442,0.902,0.066,0.032
1443,0.708,0.216,0.076
1444,0.35,0.538,0.112
1445,0.72,0.206,0.074
1446,0.704,0.258,0.038
1447,0.674,0.25,0.076
1448,0.51,0.424,0.066
1449,0.002,0.04,0.958
1450,0.06,0.178,0.762
1451,0.184,0.6,0.216
1452,0.008,0.858,0.134
1453,0.508,0.268,0.224
1454,0.116,0.682,0.202
1455,0.968,0.028,0.004
1456,0.036,0.05,0.914
1457,0.502,0.356,0.142
1458,0.698,0.24,0.062
1459,0.554,0.284,0.162
1460,0.316,0.33,0.354
1461,0.224,0.52,0.256
1462,0.39,0.448,0.162
1463,0.072,0.082,0.846
1464,0.422,0.464,0.114
1465,0.158,0.752,0.09
1466,0.682,0.3,0.018
1467,0.288,0.286,0.426
1468,0.512,0.424,0.064
1469,0.724,0.24,0.036
1470,0.562,0.292,0.146
1471,0.282,0.448,0.27
1472,0.856,0.064,0.08
1473,0.238,0.388,0.374
1474,0.932,0.05,0.018
1475,0.384,0.436,0.18
1476,0.144,0.71,0.146
1477,0.206,0.612,0.182
1478,0.824,0.15,0.026
1479,0.018,0.268,0.714
1480,0.51,0.268,0.222
1481,0.18,0.506,0.314
1482,0.33,0.46,0.21
1483,0.126,0.776,0.098
1484,0.652,0.22,0.128
1485,0.514,0.384,0.102
1486,0.288,0.596,0.116
1487,0.218,0.56,0.222
1488,0.468,0.318,0.214
1489,0.064,0.822,0.114
1490,0.314,0.548,0.138
1491,0.874,0.036,0.09
1492,0.92,0.052,0.028
1493,0.858,0.138,0.004
1494,0.45,0.462,0.088
1495,0.704,0.258,0.038
1496,0.042,0.75,0.208
1497,0.644,0.16,0.196
1498,0.83,0.162,0.008
1499,0.018,0.568,0.414
1500,0.374,0.308,0.318
1501,0.292,0.336,0.372
1502,0.764,0.204,0.032
1503,0.548,0.416,0.036
1504,0.526,0.366,0.108
1505,0.572,0.204,0.224
1506,0.906,0.086,0.008
1507,0.346,0.084,0.57
1508,0.692,0.24,0.068
1509,0.506,0.428,0.066
1510,0.666,0.304,0.03
1511,0.2,0.75,0.05
1512,0.956,0.032,0.012
1513,0.03,0.29,0.68
1514,0.164,0.692,0.144
1515,0.006,0.428,0.566
1516,0,0.078,0.922
1517,0.076,0.236,0.688
1518,0.522,0.286,0.192
1519,0.232,0.66,0.108
1520,0.116,0.742,0.142
1521,0.376,0.364,0.26
1522,0.61,0.312,0.078
1523,0.01,0.076,0.914
1524,0.048,0.856,0.096
1525,0.384,0.346,0.27
1526,0.63,0.224,0.146
1527,0.542,0.23,0.228
1528,0.088,0.21,0.702
1529,0.222,0.45,0.328
1530,0.736,0.138,0.126
1531,0.4,0.424,0.176
1532,0.664,0.224,0.112
1533,0.632,0.254,0.114
1534,0.024,0.046,0.93
1535,0.186,0.494,0.32
1536,0.124,0.456,0.42
1537,0.102,0.338,0.56
1538,0.25,0.52,0.23
1539,0.562,0.328,0.11
1540,0.086,0.64,0.274
1541,0.36,0.37,0.27
1542,0.16,0.544,0.296
1543,0.758,0.204,0.038
1544,0.31,0.384,0.306
1545,0.054,0.718,0.228
1546,0.13,0.526,0.344
1547,0.85,0.128,0.022
1548,0.508,0.462,0.03
1549,0.416,0.5,0.084
1550,0.758,0.234,0.008
1551,0.532,0.316,0.152
1552,0.286,0.42,0.294
1553,0.152,0.22,0.628
1554,0.108,0.142,0.75
1555,0.16,0.662,0.178
1556,0.12,0.7,0.18
1557,0.156,0.162,0.682
1558,0.62,0.22,0.16
1559,0.038,0.444,0.518
1560,0.846,0.114,0.04
1561,0.342,0.408,0.25
1562,0.006,0.822,0.172
1563,0,0.526,0.474
1564,0.138,0.622,0.24
1565,0.94,0.058,0.002
1566,0.818,0.174,0.008
1567,0.764,0.23,0.006
1568,0.066,0.21,0.724
1569,0.236,0.282,0.482
1570,0.036,0.29,0.674
1571,0.262,0.432,0.306
1572,0.584,0.298,0.118
1573,0.094,0.46,0.446
1574,0.144,0.552,0.304
1575,0.036,0.05,0.914
1576,0.358,0.35,0.292
1577,0.478,0.39,0.132
1578,0.218,0.522,0.26
1579,0.664,0.208,0.128
1580,0.874,0.088,0.038
1581,0.61,0.338,0.052
1582,0.372,0.216,0.412
1583,0.09,0.23,0.68
1584,0.292,0.59,0.118
1585,0.944,0.056,0
1586,0.382,0.408,0.21
1587,0.528,0.2,0.272
1588,0.204,0.538,0.258
1589,0.22,0.584,0.196
1590,0.608,0.356,0.036
1591,0.906,0.088,0.006
1592,0.236,0.114,0.65
1593,0.762,0.168,0.07
1594,0.162,0.412,0.426
1595,0.908,0.08,0.012
1596,0.796,0.104,0.1
1597,0.486,0.414,0.1
1598,0.006,0.194,0.8
1599,0.674,0.238,0.088
1600,0.178,0.116,0.706
1601,0.64,0.336,0.024
1602,0.806,0.156,0.038
1603,0.312,0.252,0.436
1604,0.142,0.372,0.486
1605,0.482,0.444,0.074
1606,0.81,0.142,0.048
1607,0.102,0.662,0.236
1608,0.038,0.714,0.248
1609,0.702,0.202,0.096
1610,0.956,0.04,0.004
1611,0.96,0.026,0.014
1612,0.982,0.016,0.002
1613,0.734,0.212,0.054
1614,0.22,0.478,0.302
1615,0.276,0.44,0.284
1616,0.796,0.11,0.094
1617,0.784,0.18,0.036
1618,0.914,0.06,0.026
1619,0.032,0.464,0.504
1620,0.918,0.03,0.052
1621,0.854,0.058,0.088
1622,0.422,0.286,0.292
1623,0.028,0.092,0.88
1624,0.246,0.48,0.274
1625,0.11,0.166,0.724
1626,0.006,0.316,0.678
1627,0.382,0.446,0.172
1628,0.666,0.254,0.08
1629,0.286,0.182,0.532
1630,0.04,0.83,0.13
1631,0.288,0.526,0.186
1632,0.328,0.608,0.064
1633,0.486,0.39,0.124
1634,0.158,0.156,0.686
1635,0.916,0.068,0.016
1636,0.08,0.402,0.518
1637,0.238,0.498,0.264
1638,0.132,0.672,0.196
1639,0.37,0.194,0.436
1640,0.502,0.404,0.094
1641,0.086,0.018,0.896
1642,0.99,0.01,0
1643,0.046,0.784,0.17
1644,0.088,0.14,0.772
1645,0.06,0.176,0.764
1646,0.462,0.374,0.164
1647,0.142,0.328,0.53
1648,0.068,0.416,0.516
1649,0.366,0.606,0.028
1650,0.174,0.3,0.526
1651,0.118,0.236,0.646
1652,0.828,0.108,0.064
1653,0.49,0.408,0.102
1654,0.264,0.588,0.148
1655,0.104,0.706,0.19
1656,0.134,0.524,0.342
1657,0.774,0.19,0.036
1658,0.234,0.604,0.162
1659,0.89,0.092,0.018
1660,0.852,0.084,0.064
1661,0.532,0.406,0.062
1662,0.306,0.352,0.342
1663,0.17,0.314,0.516
1664,0.038,0.15,0.812
1665,0.028,0.11,0.862
1666,0.424,0.528,0.048
1667,0.558,0.366,0.076
1668,0.8,0.176,0.024
1669,0.17,0.45,0.38
1670,0.862,0.118,0.02
1671,0.108,0.314,0.578
1672,0.55,0.194,0.256
1673,0.132,0.77,0.098
1674,0.328,0.35,0.322
1675,0.24,0.608,0.152
1676,0.49,0.438,0.072
1677,0.39,0.428,0.182
1678,0.96,0.036,0.004
1679,0.51,0.338,0.152
1680,0.758,0.202,0.04
1681,0.928,0.06,0.012
1682,0.28,0.216,0.504
1683,0.086,0.19,0.724
1684,0.438,0.384,0.178
1685,0.064,0.852,0.084
1686,0.314,0.626,0.06
1687,0.362,0.438,0.2
1688,0.344,0.534,0.122
1689,0.7,0.228,0.072
1690,0.132,0.478,0.39
1691,0.124,0.352,0.524
1692,0.328,0.438,0.234
1693,0.076,0.156,0.768
1694,0.722,0.236,0.042
1695,0.012,0.07,0.918
1696,0.982,0.014,0.004
1697,0.42,0.328,0.252
1698,0.514,0.372,0.114
1699,0.644,0.268,0.088
1700,0.154,0.21,0.636
1701,0.718,0.248,0.034
1702,0.332,0.012,0.656
1703,0.376,0.44,0.184
1704,0.588,0.34,0.072
1705,0.734,0.198,0.068
1706,0.136,0.57,0.294
1707,0.842,0.108,0.05
1708,0.668,0.252,0.08
1709,0.172,0.744,0.084
1710,0.118,0.522,0.36
1711,0.08,0.24,0.68
1712,0.468,0.312,0.22
1713,0.052,0.688,0.26
1714,0.416,0.346,0.238
1715,0.154,0.516,0.33
1716,0.422,0.356,0.222
1717,0.356,0.478,0.166
1718,0.228,0.68,0.092
1719,0.79,0.15,0.06
1720,0.742,0.222,0.036
1721,0.148,0.7,0.152
1722,0.354,0.446,0.2
1723,0.042,0.122,0.836
1724,0.238,0.392,0.37
1725,0.58,0.31,0.11
1726,0.2,0.284,0.516
1727,0.388,0.512,0.1
1728,0.448,0.346,0.206
1729,0.704,0.164,0.132
1730,0.666,0.276,0.058
1731,0.024,0.218,0.758
1732,0.034,0.544,0.422
1733,0.086,0.394,0.52
1734,0.882,0.1,0.018
1735,0.238,0.374,0.388
1736,0.518,0.386,0.096
1737,0.436,0.508,0.056
1738,0.912,0.078,0.01
1739,0.62,0.226,0.154
1740,0.216,0.682,0.102
1741,0.594,0.23,0.176
1742,0.492,0.37,0.138
1743,0.16,0.648,0.192
1744,0.358,0.448,0.194
1745,0.402,0.3,0.298
1746,0.034,0.754,0.212
1747,0.8,0.16,0.04
1748,0.61,0.35,0.04
1749,0.408,0.47,0.122
1750,0.328,0.2,0.472
1751,0.582,0.298,0.12
1752,0.944,0.042,0.014
1753,0.118,0.064,0.818
1754,0.868,0.1,0.032
1755,0.696,0.276,0.028
1756,0.696,0.274,0.03
1757,0.358,0.536,0.106
1758,0.438,0.306,0.256
1759,0.014,0.976,0.01
1760,0.318,0.614,0.068
1761,0.768,0.154,0.078
1762,0.314,0.438,0.248
1763,0.914,0.076,0.01
1764,0.762,0.178,0.06
1765,0.49,0.362,0.148
1766,0.232,0.53,0.238
1767,0.034,0.052,0.914
1768,0.176,0.364,0.46
1769,0.698,0.204,0.098
1770,0.226,0.486,0.288
1771,0.512,0.4,0.088
1772,0.41,0.48,0.11
1773,0.118,0.158,0.724
1774,0.358,0.374,0.268
1775,0.114,0.452,0.434
1776,0.738,0.23,0.032
1777,0.904,0.058,0.038
1778,0.09,0.148,0.762
1779,0.058,0.426,0.516
1780,0.042,0.676,0.282
1781,0.246,0.546,0.208
1782,0.05,0.918,0.032
1783,0.146,0.676,0.178
1784,0.262,0.532,0.206
1785,0.788,0.14,0.072
1786,0.852,0.136,0.012
1787,0.126,0.59,0.284
1788,0.064,0.328,0.608
1789,0.118,0.36,0.522
1790,0.942,0.054,0.004
1791,0.4,0.546,0.054
1792,0.38,0.288,0.332
1793,0.068,0.01,0.922
1794,0.456,0.448,0.096
1795,0.718,0.252,0.03
1796,0.98,0.02,0
1797,0.164,0.53,0.306
1798,0.22,0.644,0.136
1799,0.174,0.586,0.24
1800,0.226,0.606,0.168
1801,0.328,0.416,0.256
1802,0.216,0.5,0.284
1803,0.014,0.066,0.92
1804,0.734,0.258,0.008
1805,0.742,0.206,0.052
1806,0.224,0.72,0.056
1807,0.364,0.54,0.096
1808,0.116,0.328,0.556
1809,0.546,0.3,0.154
1810,0.934,0.038,0.028
1811,0.514,0.222,0.264
1812,0.666,0.246,0.088
1813,0.81,0.058,0.132
1814,0.27,0.36,0.37
1815,0.018,0.01,0.972
1816,0.062,0.292,0.646
1817,0.856,0.12,0.024
1818,0.1,0.146,0.754
1819,0.236,0.128,0.636
1820,0.236,0.312,0.452
1821,0.124,0.426,0.45
1822,0.114,0.128,0.758
1823,0.34,0.394,0.266
1824,0.426,0.382,0.192
1825,0.18,0.756,0.064
1826,0.518,0.414,0.068
1827,0.238,0.596,0.166
1828,0.484,0.284,0.232
1829,0.306,0.488,0.206
1830,0.332,0.466,0.202
1831,0.014,0.884,0.102
1832,0.41,0.526,0.064
1833,0.578,0.362,0.06
1834,0.142,0.75,0.108
1835,0.93,0.068,0.002
1836,0.384,0.544,0.072
1837,0.78,0.192,0.028
1838,0.254,0.56,0.186
1839,0.726,0.218,0.056
1840,0.974,0.022,0.004
1841,0.814,0.142,0.044
1842,0.49,0.394,0.116
1843,0.384,0.524,0.092
1844,0.312,0.378,0.31
1845,0.652,0.288,0.06
1846,0.33,0.588,0.082
1847,0.638,0.238,0.124
1848,0.062,0.438,0.5
1849,0.138,0.428,0.434
1850,0.52,0.276,0.204
1851,0.212,0.614,0.174
1852,0.344,0.522,0.134
1853,0.324,0.338,0.338
1854,0.054,0.496,0.45
1855,0.926,0.062,0.012
1856,0.544,0.258,0.198
1857,0.082,0.166,0.752
1858,0.054,0.388,0.558
1859,0.07,0.62,0.31
1860,0.048,0.284,0.668
1861,0.24,0.486,0.274
1862,0.044,0.222,0.734
1863,0.802,0.152,0.046
1864,0.11,0.432,0.458
1865,0.398,0.468,0.134
1866,0.136,0.294,0.57
1867,0.438,0.496,0.066
1868,0.142,0.52,0.338
1869,0.39,0.508,0.102
1870,0.16,0.466,0.374
1871,0.754,0.182,0.064
1872,0.148,0.538,0.314
1873,0.498,0.324,0.178
1874,0.688,0.294,0.018
1875,0.072,0.792,0.136
1876,0.486,0.424,0.09
1877,0.112,0.854,0.034
1878,0.19,0.492,0.318
1879,0.058,0.09,0.852
1880,0.126,0.67,0.204
1881,0.376,0.52,0.104
1882,0.62,0.106,0.274
1883,0.368,0.5,0.132
1884,0.43,0.372,0.198
1885,0.17,0.786,0.044
1886,0.526,0.428,0.046
1887,0.168,0.412,0.42
1888,0.162,0.77,0.068
1889,0.694,0.244,0.062
1890,0.096,0.402,0.502
1891,0.128,0.206,0.666
1892,0.546,0.388,0.066
1893,0.542,0.322,0.136
1894,0.34,0.322,0.338
1895,0.676,0.262,0.062
1896,0.392,0.386,0.222
1897,0.024,0.564,0.412
1898,0.21,0.352,0.438
1899,0.728,0.168,0.104
1900,0.696,0.136,0.168
1901,0.072,0.834,0.094
1902,0.546,0.226,0.228
1903,0.488,0.294,0.218
1904,0.496,0.434,0.07
1905,0.1,0.402,0.498
1906,0.43,0.426,0.144
1907,0.73,0.106,0.164
1908,0.13,0.412,0.458
1909,0.264,0.396,0.34
1910,0.354,0.55,0.096
1911,0.828,0.094,0.078
1912,0.372,0.612,0.016
1913,0.258,0.272,0.47
1914,0.282,0.526,0.192
1915,0.136,0.818,0.046
1916,0.168,0.22,0.612
1917,0.322,0.34,0.338
1918,0.02,0.282,0.698
1919,0.052,0.15,0.798
1920,0.234,0.354,0.412
1921,0.4,0.408,0.192
1922,0.706,0.2,0.094
1923,0.924,0.074,0.002
1924,0.946,0.05,0.004
1925,0.42,0.304,0.276
1926,0.152,0.086,0.762
1927,0.704,0.25,0.046
1928,0.23,0.524,0.246
1929,0.252,0.098,0.65
1930,0.174,0.516,0.31
1931,0.676,0.23,0.094
1932,0.314,0.52,0.166
1933,0.014,0.128,0.858
